measurement_id,sensor_id,timestamp,sensor_type,value,location_id
807,L_3,2025-01-30 13:52:18.481371,Light,1174.0,GH_3
808,SM_1,2025-01-30 13:52:20.483934,Soil_Moisture,25.6,GH_1
809,CO2_1,2025-01-30 13:52:22.484646,CO2,1165.0,GH_1
810,SM_2,2025-01-30 13:52:24.486535,Soil_Moisture,27.5,GH_2
811,H_1,2025-01-30 13:52:26.488142,Humidity,83.6,GH_1
812,L_2,2025-01-30 13:52:28.489598,Light,297.0,GH_2
813,T_1,2025-01-30 13:52:30.491488,Temperature,25.27,GH_1
814,SM_2,2025-01-30 13:52:32.492608,Soil_Moisture,79.2,GH_2
815,H_1,2025-01-30 13:52:34.495321,Humidity,92.8,GH_1
816,H_1,2025-01-30 13:52:36.496457,Humidity,86.3,GH_1
817,T_3,2025-01-30 13:52:38.497693,Temperature,39.33,GH_3
818,SM_1,2025-01-30 13:52:40.498666,Soil_Moisture,21.2,GH_1
819,CO2_3,2025-01-30 13:52:42.500392,CO2,982.0,GH_3
820,CO2_2,2025-01-30 13:52:44.501742,CO2,1467.0,GH_2
821,H_2,2025-01-30 13:52:46.502861,Humidity,56.9,GH_2
822,T_3,2025-01-30 13:52:48.503403,Temperature,40.6,GH_3
823,SM_2,2025-01-30 13:52:50.504956,Soil_Moisture,76.1,GH_2
824,H_3,2025-01-30 13:52:52.507153,Humidity,40.3,GH_3
825,H_1,2025-01-30 13:52:54.508010,Humidity,71.2,GH_1
826,PH_1,2025-01-30 13:52:56.509572,Soil_pH,3.5,GH_1
827,SM_1,2025-01-30 13:52:58.511014,Soil_Moisture,65.0,GH_1
828,H_1,2025-01-30 13:53:00.511747,Humidity,99.3,GH_1
829,CO2_2,2025-01-30 13:53:02.512695,CO2,1292.0,GH_2
830,L_3,2025-01-30 13:53:04.513410,Light,826.0,GH_3
831,CO2_2,2025-01-30 13:53:06.514610,CO2,481.0,GH_2
832,CO2_2,2025-01-30 13:53:08.515520,CO2,1187.0,GH_2
833,PH_1,2025-01-30 13:53:10.516673,Soil_pH,3.1,GH_1
834,L_3,2025-01-30 13:53:12.518642,Light,566.0,GH_3
835,H_1,2025-01-30 13:53:14.519750,Humidity,87.1,GH_1
836,PH_3,2025-01-30 13:53:16.520287,Soil_pH,4.8,GH_3
837,L_3,2025-01-30 13:53:18.522001,Light,561.0,GH_3
838,CO2_1,2025-01-30 13:53:20.523323,CO2,1289.0,GH_1
839,PH_3,2025-01-30 13:53:22.524769,Soil_pH,5.5,GH_3
840,L_2,2025-01-30 13:53:24.526579,Light,122.0,GH_2
841,T_3,2025-01-30 13:53:26.527373,Temperature,32.07,GH_3
842,H_3,2025-01-30 13:53:28.529332,Humidity,35.8,GH_3
843,PH_1,2025-01-30 13:53:30.530191,Soil_pH,7.2,GH_1
844,SM_2,2025-01-30 13:53:32.530753,Soil_Moisture,92.2,GH_2
845,PH_3,2025-01-30 13:53:34.531621,Soil_pH,7.0,GH_3
846,H_3,2025-01-30 13:53:36.534039,Humidity,28.2,GH_3
847,T_2,2025-01-30 13:53:38.535514,Temperature,26.25,GH_2
848,SM_1,2025-01-30 13:53:40.535974,Soil_Moisture,25.7,GH_1
849,SM_1,2025-01-30 13:53:42.537741,Soil_Moisture,21.4,GH_1
850,CO2_3,2025-01-30 13:53:44.538542,CO2,498.0,GH_3
851,T_1,2025-01-30 13:53:46.539510,Temperature,37.25,GH_1
852,PH_3,2025-01-30 13:53:48.541153,Soil_pH,4.6,GH_3
853,H_1,2025-01-30 13:53:50.542255,Humidity,65.0,GH_1
854,SM_2,2025-01-30 13:53:52.543269,Soil_Moisture,45.8,GH_2
855,H_1,2025-01-30 13:53:54.545685,Humidity,49.9,GH_1
856,CO2_2,2025-01-30 13:53:56.546948,CO2,628.0,GH_2
857,SM_1,2025-01-30 13:53:58.547580,Soil_Moisture,73.3,GH_1
858,H_3,2025-01-30 13:54:00.548315,Humidity,61.6,GH_3
859,PH_2,2025-01-30 13:54:02.549905,Soil_pH,3.7,GH_2
860,CO2_1,2025-01-30 13:54:04.550538,CO2,1445.0,GH_1
861,SM_2,2025-01-30 13:54:06.551936,Soil_Moisture,72.3,GH_2
862,CO2_2,2025-01-30 13:54:08.553654,CO2,1780.0,GH_2
863,T_3,2025-01-30 13:54:10.554573,Temperature,33.71,GH_3
864,SM_2,2025-01-30 13:54:12.555847,Soil_Moisture,88.4,GH_2
865,SM_3,2025-01-30 13:54:14.556508,Soil_Moisture,42.3,GH_3
866,L_1,2025-01-30 13:54:16.557418,Light,1285.0,GH_1
867,L_3,2025-01-30 13:54:18.558350,Light,1182.0,GH_3
868,CO2_2,2025-01-30 13:54:20.559632,CO2,685.0,GH_2
869,SM_2,2025-01-30 13:54:22.560907,Soil_Moisture,85.9,GH_2
870,SM_3,2025-01-30 13:54:24.564518,Soil_Moisture,64.5,GH_3
871,T_2,2025-01-30 13:54:26.566275,Temperature,24.08,GH_2
872,H_2,2025-01-30 13:54:28.567554,Humidity,41.3,GH_2
873,SM_1,2025-01-30 13:54:30.569463,Soil_Moisture,34.8,GH_1
874,PH_2,2025-01-30 13:54:32.571255,Soil_pH,8.1,GH_2
875,CO2_2,2025-01-30 13:54:34.571802,CO2,1769.0,GH_2
876,PH_2,2025-01-30 13:54:36.572801,Soil_pH,8.4,GH_2
877,H_3,2025-01-30 13:54:38.573540,Humidity,49.6,GH_3
878,PH_2,2025-01-30 13:54:40.574863,Soil_pH,4.8,GH_2
879,L_3,2025-01-30 13:54:42.575538,Light,1166.0,GH_3
880,H_1,2025-01-30 13:54:44.578773,Humidity,25.6,GH_1
881,H_2,2025-01-30 13:54:46.579951,Humidity,77.4,GH_2
882,T_1,2025-01-30 13:54:48.580961,Temperature,32.24,GH_1
883,L_2,2025-01-30 13:54:50.582471,Light,1099.0,GH_2
884,T_1,2025-01-30 13:54:52.582952,Temperature,39.38,GH_1
885,T_1,2025-01-30 13:54:54.584306,Temperature,26.23,GH_1
886,L_3,2025-01-30 13:54:56.584984,Light,1024.0,GH_3
887,SM_3,2025-01-30 13:54:58.586275,Soil_Moisture,81.0,GH_3
888,PH_3,2025-01-30 13:55:00.587186,Soil_pH,5.7,GH_3
889,L_2,2025-01-30 13:55:02.589670,Light,884.0,GH_2
890,T_2,2025-01-30 13:55:04.590955,Temperature,34.26,GH_2
891,H_2,2025-01-30 13:55:06.592442,Humidity,54.5,GH_2
892,H_1,2025-01-30 13:55:08.594509,Humidity,62.5,GH_1
893,PH_1,2025-01-30 13:55:10.595864,Soil_pH,3.2,GH_1
894,H_2,2025-01-30 13:55:12.597130,Humidity,39.7,GH_2
895,T_3,2025-01-30 13:55:14.599288,Temperature,35.02,GH_3
896,CO2_1,2025-01-30 13:55:16.599818,CO2,1068.0,GH_1
897,H_3,2025-01-30 13:55:18.601464,Humidity,72.9,GH_3
898,H_1,2025-01-30 13:55:20.604007,Humidity,50.3,GH_1
899,T_3,2025-01-30 13:55:22.605164,Temperature,31.22,GH_3
900,H_1,2025-01-30 13:55:24.606219,Humidity,32.5,GH_1
901,PH_2,2025-01-30 13:55:26.607398,Soil_pH,9.5,GH_2
902,CO2_2,2025-01-30 13:55:28.608892,CO2,735.0,GH_2
903,L_1,2025-01-30 13:55:30.610818,Light,260.0,GH_1
904,L_3,2025-01-30 13:55:32.612965,Light,1298.0,GH_3
905,H_1,2025-01-30 13:55:34.614337,Humidity,64.2,GH_1
906,L_1,2025-01-30 13:55:36.616205,Light,250.0,GH_1
907,L_3,2025-01-30 13:55:38.617391,Light,1199.0,GH_3
908,L_2,2025-01-30 13:55:40.618263,Light,492.0,GH_2
909,CO2_3,2025-01-30 13:55:42.619131,CO2,637.0,GH_3
910,SM_2,2025-01-30 13:55:44.621023,Soil_Moisture,93.7,GH_2
911,PH_3,2025-01-30 13:55:46.622707,Soil_pH,3.5,GH_3
912,PH_2,2025-01-30 13:55:48.624350,Soil_pH,6.3,GH_2
913,H_2,2025-01-30 13:55:50.625236,Humidity,20.2,GH_2
914,SM_2,2025-01-30 13:55:52.626757,Soil_Moisture,40.5,GH_2
915,T_3,2025-01-30 13:55:54.627800,Temperature,24.08,GH_3
916,T_2,2025-01-30 13:55:56.628609,Temperature,27.22,GH_2
917,H_1,2025-01-30 13:55:58.629861,Humidity,57.5,GH_1
918,H_1,2025-01-30 13:56:00.631448,Humidity,47.8,GH_1
919,SM_3,2025-01-30 13:56:02.632613,Soil_Moisture,24.2,GH_3
920,L_1,2025-01-30 13:56:04.633359,Light,528.0,GH_1
921,H_3,2025-01-30 13:56:06.634137,Humidity,79.9,GH_3
922,PH_2,2025-01-30 13:56:08.634937,Soil_pH,6.6,GH_2
923,H_1,2025-01-30 13:56:10.635862,Humidity,49.4,GH_1
924,SM_3,2025-01-30 13:56:12.637327,Soil_Moisture,38.5,GH_3
925,CO2_2,2025-01-30 13:56:14.638736,CO2,1446.0,GH_2
926,SM_2,2025-01-30 13:56:16.639565,Soil_Moisture,63.3,GH_2
927,H_2,2025-01-30 13:56:18.641511,Humidity,56.1,GH_2
928,T_1,2025-01-30 13:56:20.642703,Temperature,28.67,GH_1
929,T_1,2025-01-30 13:56:22.644552,Temperature,41.43,GH_1
930,L_3,2025-01-30 13:56:24.645257,Light,114.0,GH_3
931,L_3,2025-01-30 13:56:26.646348,Light,429.0,GH_3
932,L_2,2025-01-30 13:56:28.647590,Light,1206.0,GH_2
933,H_3,2025-01-30 13:56:30.648323,Humidity,99.4,GH_3
934,L_1,2025-01-30 13:56:32.648801,Light,375.0,GH_1
935,CO2_1,2025-01-30 13:56:34.649804,CO2,1018.0,GH_1
936,PH_2,2025-01-30 13:56:36.650724,Soil_pH,3.6,GH_2
937,SM_3,2025-01-30 13:56:38.652336,Soil_Moisture,60.3,GH_3
938,H_2,2025-01-30 13:56:40.653646,Humidity,41.7,GH_2
939,L_2,2025-01-30 13:56:42.654328,Light,1002.0,GH_2
940,T_1,2025-01-30 13:56:44.656057,Temperature,23.45,GH_1
941,H_1,2025-01-30 13:56:46.657103,Humidity,76.6,GH_1
942,T_2,2025-01-30 13:56:48.657882,Temperature,29.72,GH_2
943,T_2,2025-01-30 13:56:50.658683,Temperature,31.34,GH_2
944,SM_1,2025-01-30 13:56:52.660065,Soil_Moisture,60.8,GH_1
945,PH_2,2025-01-30 13:56:54.661301,Soil_pH,9.9,GH_2
946,L_3,2025-01-30 13:56:56.662109,Light,266.0,GH_3
947,CO2_1,2025-01-30 13:56:58.663223,CO2,1428.0,GH_1
948,PH_1,2025-01-30 13:57:00.664680,Soil_pH,8.2,GH_1
949,T_2,2025-01-30 13:57:02.665751,Temperature,33.77,GH_2
950,H_2,2025-01-30 13:57:04.666544,Humidity,79.6,GH_2
951,H_3,2025-01-30 13:57:06.667094,Humidity,61.0,GH_3
952,CO2_1,2025-01-30 13:57:08.667898,CO2,664.0,GH_1
953,PH_2,2025-01-30 13:57:10.669034,Soil_pH,3.4,GH_2
954,T_1,2025-01-30 13:57:12.670305,Temperature,37.17,GH_1
955,PH_2,2025-01-30 13:57:14.670709,Soil_pH,3.8,GH_2
956,T_2,2025-01-30 13:57:16.671859,Temperature,26.77,GH_2
957,H_3,2025-01-30 13:57:18.673720,Humidity,24.7,GH_3
958,SM_3,2025-01-30 13:57:20.675803,Soil_Moisture,78.3,GH_3
959,CO2_2,2025-01-30 13:57:22.676972,CO2,1710.0,GH_2
960,CO2_3,2025-01-30 13:57:24.677657,CO2,1409.0,GH_3
961,L_2,2025-01-30 13:57:26.678903,Light,530.0,GH_2
962,CO2_2,2025-01-30 13:57:28.679597,CO2,1661.0,GH_2
963,T_3,2025-01-30 13:57:30.680111,Temperature,23.97,GH_3
964,H_2,2025-01-30 13:57:32.681514,Humidity,26.2,GH_2
965,H_1,2025-01-30 13:57:34.682945,Humidity,63.5,GH_1
966,L_1,2025-01-30 13:57:36.684841,Light,677.0,GH_1
967,H_3,2025-01-30 13:57:38.686802,Humidity,57.0,GH_3
968,SM_2,2025-01-30 13:57:40.687596,Soil_Moisture,93.6,GH_2
969,H_3,2025-01-30 13:57:42.689595,Humidity,30.3,GH_3
970,CO2_2,2025-01-30 13:57:44.690829,CO2,719.0,GH_2
971,PH_1,2025-01-30 13:57:46.691594,Soil_pH,9.0,GH_1
972,L_2,2025-01-30 13:57:48.693258,Light,740.0,GH_2
973,H_3,2025-01-30 13:57:50.694123,Humidity,22.9,GH_3
974,T_2,2025-01-30 13:57:52.694948,Temperature,22.41,GH_2
975,SM_3,2025-01-30 13:57:54.696206,Soil_Moisture,51.5,GH_3
976,H_1,2025-01-30 13:57:56.697748,Humidity,96.9,GH_1
977,T_2,2025-01-30 13:57:58.698371,Temperature,36.46,GH_2
978,CO2_1,2025-01-30 13:58:00.699424,CO2,1692.0,GH_1
979,L_1,2025-01-30 13:58:02.700178,Light,227.0,GH_1
980,SM_1,2025-01-30 13:58:04.701181,Soil_Moisture,50.6,GH_1
981,PH_3,2025-01-30 13:58:06.701871,Soil_pH,5.6,GH_3
982,L_2,2025-01-30 13:58:08.703519,Light,1272.0,GH_2
983,L_3,2025-01-30 13:58:10.704782,Light,987.0,GH_3
984,PH_2,2025-01-30 13:58:12.705642,Soil_pH,8.1,GH_2
985,L_3,2025-01-30 13:58:14.706786,Light,968.0,GH_3
986,H_1,2025-01-30 13:58:16.708615,Humidity,73.8,GH_1
987,PH_3,2025-01-30 13:58:18.710075,Soil_pH,6.4,GH_3
988,PH_1,2025-01-30 13:58:20.710944,Soil_pH,9.4,GH_1
989,PH_2,2025-01-30 13:58:22.711671,Soil_pH,9.1,GH_2
990,T_1,2025-01-30 13:58:24.713162,Temperature,21.98,GH_1
991,L_1,2025-01-30 13:58:26.714840,Light,1257.0,GH_1
992,L_1,2025-01-30 13:58:28.715693,Light,1369.0,GH_1
993,T_1,2025-01-30 13:58:30.716477,Temperature,23.56,GH_1
994,L_2,2025-01-30 13:58:32.718644,Light,880.0,GH_2
995,CO2_2,2025-01-30 13:58:34.719777,CO2,1567.0,GH_2
996,CO2_2,2025-01-30 13:58:36.720951,CO2,1676.0,GH_2
997,CO2_2,2025-01-30 13:58:38.722353,CO2,1070.0,GH_2
998,SM_2,2025-01-30 13:58:40.724101,Soil_Moisture,20.4,GH_2
999,CO2_1,2025-01-30 13:58:42.725162,CO2,1656.0,GH_1
1000,CO2_3,2025-01-30 13:58:44.726020,CO2,784.0,GH_3
1001,T_2,2025-01-30 13:58:46.726721,Temperature,23.76,GH_2
1002,T_2,2025-01-30 13:58:48.727965,Temperature,22.57,GH_2
1003,PH_3,2025-01-30 13:58:50.729033,Soil_pH,7.7,GH_3
1004,CO2_2,2025-01-30 13:58:52.730106,CO2,1063.0,GH_2
1005,H_3,2025-01-30 13:58:54.731511,Humidity,33.1,GH_3
1006,SM_3,2025-01-30 13:58:56.733353,Soil_Moisture,70.2,GH_3
1007,SM_3,2025-01-30 13:58:58.734900,Soil_Moisture,66.2,GH_3
1008,L_2,2025-01-30 13:59:00.736107,Light,1083.0,GH_2
1009,H_2,2025-01-30 13:59:02.737465,Humidity,32.7,GH_2
1010,H_2,2025-01-30 13:59:04.739419,Humidity,75.6,GH_2
1011,H_2,2025-01-30 13:59:06.740188,Humidity,35.3,GH_2
1012,CO2_1,2025-01-30 13:59:08.741484,CO2,911.0,GH_1
1013,SM_3,2025-01-30 13:59:10.742687,Soil_Moisture,76.7,GH_3
1014,PH_1,2025-01-30 13:59:12.744726,Soil_pH,4.0,GH_1
1015,SM_3,2025-01-30 13:59:14.746090,Soil_Moisture,96.6,GH_3
1016,PH_1,2025-01-30 13:59:16.747412,Soil_pH,6.4,GH_1
1017,H_3,2025-01-30 13:59:18.749283,Humidity,60.2,GH_3
1018,L_2,2025-01-30 13:59:20.749782,Light,657.0,GH_2
1019,SM_1,2025-01-30 13:59:22.750906,Soil_Moisture,22.9,GH_1
1020,T_1,2025-01-30 13:59:24.751777,Temperature,20.82,GH_1
1021,PH_3,2025-01-30 13:59:26.753025,Soil_pH,9.6,GH_3
1022,H_3,2025-01-30 13:59:28.753434,Humidity,41.1,GH_3
1023,T_3,2025-01-30 13:59:30.754749,Temperature,25.24,GH_3
1024,SM_3,2025-01-30 13:59:32.755897,Soil_Moisture,71.3,GH_3
1025,H_2,2025-01-30 13:59:34.758798,Humidity,33.5,GH_2
1026,T_3,2025-01-30 13:59:36.759430,Temperature,25.54,GH_3
1027,L_2,2025-01-30 13:59:38.759931,Light,1291.0,GH_2
1028,T_3,2025-01-30 13:59:40.761878,Temperature,29.23,GH_3
1029,CO2_3,2025-01-30 13:59:42.762794,CO2,720.0,GH_3
1030,T_2,2025-01-30 13:59:44.763704,Temperature,25.92,GH_2
1031,CO2_2,2025-01-30 13:59:46.765089,CO2,629.0,GH_2
1032,T_2,2025-01-30 13:59:48.765954,Temperature,22.72,GH_2
1033,PH_3,2025-01-30 13:59:50.768129,Soil_pH,4.2,GH_3
1034,L_3,2025-01-30 13:59:52.769395,Light,984.0,GH_3
1035,PH_1,2025-01-30 13:59:54.770905,Soil_pH,5.9,GH_1
1036,PH_3,2025-01-30 13:59:56.772253,Soil_pH,4.3,GH_3
1037,CO2_1,2025-01-30 13:59:58.772806,CO2,854.0,GH_1
1038,PH_2,2025-01-30 14:00:00.774011,Soil_pH,6.5,GH_2
1039,H_2,2025-01-30 14:00:02.776157,Humidity,47.6,GH_2
1040,T_3,2025-01-30 14:00:04.776900,Temperature,39.36,GH_3
1041,T_3,2025-01-30 14:00:06.777799,Temperature,35.72,GH_3
1042,T_2,2025-01-30 14:00:08.778482,Temperature,26.56,GH_2
1043,H_3,2025-01-30 14:00:10.779832,Humidity,46.9,GH_3
1044,L_3,2025-01-30 14:00:12.781619,Light,929.0,GH_3
1045,H_2,2025-01-30 14:00:14.782794,Humidity,85.5,GH_2
1046,T_3,2025-01-30 14:00:16.783975,Temperature,28.27,GH_3
1047,T_1,2025-01-30 14:00:18.785307,Temperature,25.24,GH_1
1048,L_1,2025-01-30 14:00:20.786562,Light,733.0,GH_1
1049,SM_2,2025-01-30 14:00:22.787966,Soil_Moisture,48.7,GH_2
1050,CO2_1,2025-01-30 14:00:24.788754,CO2,679.0,GH_1
1051,L_3,2025-01-30 14:00:26.789687,Light,619.0,GH_3
1052,PH_2,2025-01-30 14:00:28.791231,Soil_pH,7.8,GH_2
1053,H_2,2025-01-30 14:00:30.792104,Humidity,55.7,GH_2
1054,PH_2,2025-01-30 14:00:32.793494,Soil_pH,5.5,GH_2
1055,H_1,2025-01-30 14:00:34.794885,Humidity,48.4,GH_1
1056,SM_2,2025-01-30 14:00:36.797034,Soil_Moisture,34.8,GH_2
1057,H_3,2025-02-13 01:12:09.549863,Humidity,22.5,GH_3
1058,CO2_1,2025-02-13 01:12:11.561957,CO2,561.0,GH_1
1059,H_1,2025-02-13 01:12:13.562597,Humidity,73.1,GH_1
1060,T_2,2025-02-13 01:12:15.563317,Temperature,28.7,GH_2
1061,H_1,2025-02-13 01:12:17.564641,Humidity,48.3,GH_1
1062,L_3,2025-02-13 01:12:19.566226,Light,219.0,GH_3
1063,T_3,2025-02-13 01:12:21.566890,Temperature,34.91,GH_3
1064,L_1,2025-02-13 01:12:23.568158,Light,1119.0,GH_1
1065,PH_1,2025-02-13 01:12:25.568947,Soil_pH,4.9,GH_1
1066,H_3,2025-02-13 01:12:27.570085,Humidity,24.6,GH_3
1067,T_1,2025-02-13 01:12:29.571351,Temperature,22.67,GH_1
1068,CO2_1,2025-02-13 01:12:31.572642,CO2,1260.0,GH_1
1069,PH_1,2025-02-13 01:12:33.576008,Soil_pH,7.2,GH_1
1070,PH_1,2025-02-13 01:12:35.576773,Soil_pH,3.1,GH_1
1071,CO2_2,2025-02-13 01:12:37.578144,CO2,1704.0,GH_2
1072,SM_2,2025-02-13 01:12:39.579492,Soil_Moisture,25.7,GH_2
1073,T_2,2025-02-13 01:12:41.580712,Temperature,30.9,GH_2
1074,SM_3,2025-02-13 01:12:43.581696,Soil_Moisture,58.9,GH_3
1075,SM_1,2025-02-13 01:12:45.583124,Soil_Moisture,35.9,GH_1
1076,H_3,2025-02-13 01:12:47.583636,Humidity,61.1,GH_3
1077,CO2_1,2025-02-13 01:12:49.585296,CO2,1090.0,GH_1
1078,CO2_1,2025-02-13 01:12:51.586941,CO2,1662.0,GH_1
1079,CO2_3,2025-02-13 01:12:53.588378,CO2,686.0,GH_3
1080,T_3,2025-02-13 01:12:55.589350,Temperature,25.86,GH_3
1081,H_3,2025-02-13 01:12:57.590392,Humidity,72.4,GH_3
1082,CO2_1,2025-02-13 01:12:59.591187,CO2,517.0,GH_1
1083,H_1,2025-02-13 01:13:01.592419,Humidity,32.9,GH_1
1084,T_2,2025-02-13 01:13:03.593492,Temperature,40.33,GH_2
1085,PH_3,2025-02-13 01:13:05.594559,Soil_pH,4.8,GH_3
1086,CO2_3,2025-02-13 01:13:07.595087,CO2,1330.0,GH_3
1087,H_3,2025-02-13 01:13:09.596248,Humidity,69.6,GH_3
1088,T_3,2025-02-13 01:13:11.597866,Temperature,28.15,GH_3
1089,H_3,2025-02-13 01:13:13.599467,Humidity,85.3,GH_3
1090,CO2_3,2025-02-13 01:13:15.601024,CO2,541.0,GH_3
1091,H_2,2025-02-13 01:13:17.602988,Humidity,34.8,GH_2
1092,CO2_2,2025-02-13 01:13:19.604235,CO2,943.0,GH_2
1093,L_3,2025-02-13 01:13:21.604930,Light,1052.0,GH_3
1094,PH_2,2025-02-13 01:13:23.606670,Soil_pH,6.5,GH_2
1095,SM_3,2025-02-13 01:13:25.607629,Soil_Moisture,83.7,GH_3
1096,CO2_2,2025-02-13 01:13:27.608577,CO2,538.0,GH_2
1097,L_1,2025-02-13 01:13:29.609924,Light,335.0,GH_1
1098,H_1,2025-02-13 01:13:31.611758,Humidity,62.2,GH_1
1099,L_3,2025-02-13 01:13:33.613253,Light,244.0,GH_3
1100,T_2,2025-02-13 01:13:35.615030,Temperature,21.18,GH_2
1101,PH_3,2025-02-13 01:13:37.616956,Soil_pH,7.1,GH_3
1102,H_1,2025-02-13 01:13:39.617987,Humidity,76.9,GH_1
1103,T_3,2025-02-13 01:13:41.619990,Temperature,33.41,GH_3
1104,CO2_2,2025-02-13 01:13:43.620621,CO2,651.0,GH_2
1105,H_1,2025-02-13 01:13:45.622317,Humidity,53.9,GH_1
1106,SM_1,2025-02-13 01:13:47.623143,Soil_Moisture,27.9,GH_1
1107,PH_2,2025-02-13 01:13:49.624364,Soil_pH,5.7,GH_2
1108,SM_3,2025-02-13 01:13:51.625770,Soil_Moisture,60.8,GH_3
1109,T_2,2025-02-13 01:13:53.627365,Temperature,26.0,GH_2
1110,CO2_1,2025-02-13 01:13:55.628842,CO2,974.0,GH_1
1111,L_1,2025-02-13 01:13:57.629691,Light,941.0,GH_1
1112,CO2_1,2025-02-13 01:13:59.631785,CO2,1402.0,GH_1
1113,SM_2,2025-02-13 01:14:01.633175,Soil_Moisture,66.1,GH_2
1114,T_1,2025-02-13 01:14:03.634286,Temperature,29.1,GH_1
1115,CO2_1,2025-02-13 01:14:05.634937,CO2,563.0,GH_1
1116,CO2_1,2025-02-13 01:14:07.637002,CO2,884.0,GH_1
1117,PH_3,2025-02-13 01:14:09.638528,Soil_pH,8.1,GH_3
1118,CO2_3,2025-02-13 01:14:11.640128,CO2,1585.0,GH_3
1119,H_2,2025-02-13 01:14:13.640935,Humidity,90.7,GH_2
1120,T_1,2025-02-13 01:14:15.642132,Temperature,36.39,GH_1
1121,CO2_1,2025-02-13 01:14:17.643373,CO2,561.0,GH_1
1122,PH_1,2025-02-13 01:14:19.644548,Soil_pH,6.4,GH_1
1123,H_2,2025-02-13 01:14:21.645737,Humidity,36.7,GH_2
1124,PH_1,2025-02-13 01:14:23.646878,Soil_pH,8.1,GH_1
1125,CO2_3,2025-02-13 01:14:25.647479,CO2,701.0,GH_3
1126,T_3,2025-02-13 01:14:27.648406,Temperature,22.8,GH_3
1127,PH_1,2025-02-13 01:14:29.649904,Soil_pH,7.6,GH_1
1128,CO2_1,2025-02-13 01:14:31.651134,CO2,971.0,GH_1
1129,T_1,2025-02-13 01:14:33.653175,Temperature,35.65,GH_1
1130,PH_1,2025-02-13 01:14:35.654288,Soil_pH,7.0,GH_1
1131,T_2,2025-02-13 01:14:37.656022,Temperature,20.43,GH_2
1132,L_3,2025-02-13 01:14:39.656617,Light,240.0,GH_3
1133,L_3,2025-02-13 01:14:41.658226,Light,711.0,GH_3
1134,T_2,2025-02-13 01:14:43.659879,Temperature,35.63,GH_2
1135,T_3,2025-02-13 01:14:45.661485,Temperature,32.93,GH_3
1136,T_2,2025-02-13 01:14:47.662312,Temperature,30.85,GH_2
1137,CO2_2,2025-02-13 01:14:49.663541,CO2,1694.0,GH_2
1138,PH_3,2025-02-13 01:14:51.665061,Soil_pH,4.8,GH_3
1139,CO2_1,2025-02-13 01:14:53.666404,CO2,825.0,GH_1
1140,CO2_3,2025-02-13 01:14:55.668573,CO2,1623.0,GH_3
1141,CO2_2,2025-02-13 01:14:57.670539,CO2,495.0,GH_2
1142,SM_2,2025-02-13 01:14:59.671434,Soil_Moisture,88.5,GH_2
1143,T_2,2025-02-13 01:15:01.673765,Temperature,41.96,GH_2
1144,PH_2,2025-02-13 01:15:03.674896,Soil_pH,4.6,GH_2
1145,PH_1,2025-02-13 01:15:05.676913,Soil_pH,8.1,GH_1
1146,H_1,2025-02-13 01:15:07.678809,Humidity,90.0,GH_1
1147,H_3,2025-02-13 01:15:09.680749,Humidity,75.1,GH_3
1148,CO2_3,2025-02-13 01:15:11.682537,CO2,617.0,GH_3
1149,PH_3,2025-02-13 01:15:13.683212,Soil_pH,3.4,GH_3
1150,CO2_2,2025-02-13 01:15:15.683978,CO2,1154.0,GH_2
1151,L_2,2025-02-13 01:15:17.685898,Light,1005.0,GH_2
1152,L_3,2025-02-13 01:15:19.687404,Light,1336.0,GH_3
1153,L_3,2025-02-13 01:15:21.687922,Light,698.0,GH_3
1154,T_2,2025-02-13 01:15:23.689486,Temperature,25.38,GH_2
1155,PH_2,2025-02-13 01:15:25.695788,Soil_pH,4.3,GH_2
1156,CO2_2,2025-02-13 01:15:27.696422,CO2,859.0,GH_2
1157,H_1,2025-02-13 01:15:29.697588,Humidity,50.2,GH_1
1158,SM_3,2025-02-13 01:15:31.699083,Soil_Moisture,63.2,GH_3
1159,CO2_3,2025-02-13 01:15:33.700557,CO2,864.0,GH_3
1160,L_1,2025-02-13 01:15:35.701997,Light,863.0,GH_1
1161,PH_2,2025-02-13 01:15:37.703530,Soil_pH,7.9,GH_2
1162,PH_2,2025-02-13 01:15:39.705641,Soil_pH,9.9,GH_2
1163,PH_1,2025-02-13 01:15:41.707280,Soil_pH,5.1,GH_1
1164,PH_3,2025-02-13 01:15:43.707973,Soil_pH,6.7,GH_3
1165,T_3,2025-02-13 01:15:45.708799,Temperature,33.52,GH_3
1166,H_2,2025-02-13 01:15:47.710338,Humidity,76.1,GH_2
1167,CO2_3,2025-02-13 01:15:49.711947,CO2,631.0,GH_3
1168,SM_3,2025-02-13 01:15:51.712771,Soil_Moisture,38.0,GH_3
1169,H_2,2025-02-13 01:15:53.714896,Humidity,26.7,GH_2
1170,CO2_2,2025-02-13 01:15:55.716436,CO2,679.0,GH_2
1171,T_3,2025-02-13 01:15:57.717955,Temperature,33.91,GH_3
1172,PH_1,2025-02-13 01:15:59.719340,Soil_pH,9.4,GH_1
1173,L_2,2025-02-13 01:16:01.720861,Light,445.0,GH_2
1174,PH_3,2025-02-13 01:16:03.722008,Soil_pH,5.1,GH_3
1175,PH_3,2025-02-13 01:16:05.722655,Soil_pH,3.2,GH_3
1176,H_1,2025-02-13 01:16:07.724607,Humidity,60.0,GH_1
1177,L_1,2025-02-13 01:16:09.726551,Light,1336.0,GH_1
